Date,Time,V,I,PF,KW,ENERGY,TOTAL ENERGY
9/8/2014,3:30:00 AM,0,0,0,0.00,0.00,3850.01
9/8/2014,4:00:00 AM,0,0,0,0.00,0.00,3850.01
9/8/2014,4:30:00 AM,0,0,0,0.00,0.00,3850.01
9/8/2014,5:00:00 AM,0,0,0,0.00,0.00,3850.01
9/8/2014,5:30:00 AM,0,0,0,0.00,0.00,3850.01
9/8/2014,6:00:00 AM,0,0,0,6.24,3.12,3853.13
9/8/2014,6:30:00 AM,250.7451533,30.06512191,0.726327648,13.06,6.53,3859.66
9/8/2014,7:00:00 AM,251.37486,67.09067213,0.753228672,29.21,14.61,3874.27
9/8/2014,7:30:00 AM,250.7349967,82.68243436,0.73977816,35.91,17.95,3892.22
9/8/2014,8:00:00 AM,250.867032,102.5710105,0.726327648,44.57,22.28,3914.50
9/8/2014,8:30:00 AM,250.5318655,120.3628702,0.726327648,52.23,26.11,3940.62
9/8/2014,9:00:00 AM,250.6029614,148.4420211,0.712877136,64.43,32.22,3972.83
9/8/2014,9:30:00 AM,250.5826483,157.9442518,0.712877136,68.55,34.27,4007.11
9/8/2014,10:00:00 AM,250.7146836,175.9871022,0.712877136,76.42,38.21,4045.32
9/8/2014,10:30:00 AM,250.6639008,181.9529484,0.712877136,78.99,39.50,4084.82
9/8/2014,11:00:00 AM,250.9685976,186.3417233,0.753228672,81.00,40.50,4125.32
9/8/2014,11:30:00 AM,250.4709262,186.7282315,0.726327648,81.01,40.50,4165.82
9/8/2014,12:00:00 PM,250.5318655,186.711409,0.753228672,81.02,40.51,4206.33
9/8/2014,12:30:00 PM,251.0701632,183.1598362,0.73977816,79.65,39.82,4246.15
9/8/2014,1:00:00 PM,250.6029614,180.0355515,0.766679184,78.14,39.07,4285.22
9/8/2014,1:30:00 PM,250.521709,168.5148499,0.793580208,73.12,36.56,4321.78
9/8/2014,2:00:00 PM,250.2474818,162.4157202,0.780129696,70.40,35.20,4356.98
9/8/2014,2:30:00 PM,250.9685976,142.682182,0.780129696,62.02,31.01,4387.99
9/8/2014,3:00:00 PM,250.0240375,138.801844,0.780129696,60.11,30.05,4418.04
9/8/2014,3:30:00 PM,249.9834113,120.6269418,0.766679184,52.23,26.11,4444.16
9/8/2014,4:00:00 PM,250.0646638,103.0553538,0.780129696,44.63,22.32,4466.48
9/8/2014,4:30:00 PM,251.0701632,60.05240533,0.780129696,26.11,13.06,4479.53
9/8/2014,5:00:00 PM,249.9630982,59.87972589,0.780129696,25.92,12.96,4492.49
9/8/2014,5:30:00 PM,249.9021588,37.70817567,0.793580208,16.32,8.16,4500.66
9/8/2014,6:00:00 PM,249.8920022,15.50698851,0.780129696,6.71,3.36,4504.01
9/8/2014,6:30:00 PM,249.851376,7.543167986,0.793580208,3.26,1.63,4505.64
9/8/2014,7:00:00 PM,249.8310629,4.036134043,0.793580208,1.75,0.87,4506.52
9/8/2014,7:30:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,8:00:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,8:30:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,9:00:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,9:30:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,10:00:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,10:30:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,11:00:00 PM,0,0,0,0.00,0.00,4506.52
9/8/2014,11:30:00 PM,0,0,0,0.00,0.00,4506.52
9/9/2014,12:00:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,12:30:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,1:00:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,1:30:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,2:00:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,2:30:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,3:00:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,3:30:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,4:00:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,4:30:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,5:00:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,5:30:00 AM,0,0,0,0.00,0.00,4506.52
9/9/2014,6:00:00 AM,0,0,0,7.49,3.74,4510.26
9/9/2014,6:30:00 AM,248.2377017,36.44257202,0.871593178,15.67,7.83,4518.09
9/9/2014,7:00:00 AM,248.8611114,81.32202683,0.903874406,35.05,17.53,4535.62
9/9/2014,7:30:00 AM,248.2276468,100.2211326,0.887733792,43.09,21.54,4557.16
9/9/2014,8:00:00 AM,248.3583617,124.3284975,0.871593178,53.48,26.74,4583.91
9/9/2014,8:30:00 AM,248.0265469,145.8943881,0.871593178,62.67,31.34,4615.24
9/9/2014,9:00:00 AM,248.0969318,179.9297226,0.855452563,77.32,38.66,4653.90
9/9/2014,9:30:00 AM,248.0768218,191.447578,0.855452563,82.26,41.13,4695.03
9/9/2014,10:00:00 AM,248.2075368,213.3176996,0.855452563,91.70,45.85,4740.88
9/9/2014,10:30:00 AM,248.1572618,220.5490283,0.855452563,94.79,47.40,4788.28
9/9/2014,11:00:00 AM,248.4589116,225.8687556,0.903874406,97.20,48.60,4836.88
9/9/2014,11:30:00 AM,247.9662169,226.3372502,0.871593178,97.21,48.60,4885.48
9/9/2014,12:00:00 PM,248.0265469,226.3168594,0.903874406,97.22,48.61,4934.09
9/9/2014,12:30:00 PM,248.5594616,222.0119227,0.887733792,95.58,47.79,4981.88
9/9/2014,1:00:00 PM,248.0969318,218.224911,0.920015021,93.77,46.89,5028.77
9/9/2014,1:30:00 PM,248.0164919,204.2604241,0.95229625,87.74,43.87,5072.64
9/9/2014,2:00:00 PM,247.745007,196.8675396,0.936155635,84.47,42.24,5114.88
9/9/2014,2:30:00 PM,248.4589116,172.9480994,0.936155635,74.42,37.21,5152.09
9/9/2014,3:00:00 PM,247.5237971,168.2446593,0.936155635,72.13,36.06,5188.15
9/9/2014,3:30:00 PM,247.4835772,146.2144749,0.920015021,62.67,31.34,5219.49
9/9/2014,4:00:00 PM,247.5640171,124.9155803,0.936155635,53.56,26.78,5246.27
9/9/2014,4:30:00 PM,248.5594616,72.79079433,0.936155635,31.34,15.67,5261.94
9/9/2014,5:00:00 PM,247.4634672,72.58148593,0.936155635,31.11,15.55,5277.49
9/9/2014,5:30:00 PM,247.4031372,45.7068796,0.95229625,19.59,9.79,5287.29
9/9/2014,6:00:00 PM,247.3930822,18.79634971,0.936155635,8.05,4.03,5291.31
9/9/2014,6:30:00 PM,247.3528622,9.143233922,0.95229625,3.92,1.96,5293.27
9/9/2014,7:00:00 PM,247.3327523,4.892283689,0.95229625,2.10,1.05,5294.32
9/9/2014,7:30:00 PM,247.2724223,0,0.828686044,0.00,0.00,5294.32
9/9/2014,8:00:00 PM,0,0,0,0.00,0.00,5294.32
9/9/2014,8:30:00 PM,0,0,0,0.00,0.00,5294.32
9/9/2014,9:00:00 PM,0,0,0,0.00,0.00,5294.32
9/9/2014,9:30:00 PM,0,0,0,0.00,0.00,5294.32
9/9/2014,10:00:00 PM,0,0,0,0.00,0.00,5294.32
9/9/2014,10:30:00 PM,0,0,0,0.00,0.00,5294.32
9/9/2014,11:00:00 PM,0,0,0,0.00,0.00,5294.32
9/9/2014,11:30:00 PM,0,0,0,0.00,0.00,5294.32
9/10/2014,12:00:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,12:30:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,1:00:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,1:30:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,2:00:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,2:30:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,3:00:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,3:30:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,4:00:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,4:30:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,5:00:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,5:30:00 AM,0,0,0,0.00,0.00,5294.32
9/10/2014,6:00:00 AM,0,0,0,6.74,3.37,5297.69
9/10/2014,6:30:00 AM,247.1454559,32.94326518,0.880309109,14.10,7.05,5304.74
9/10/2014,7:00:00 AM,247.7661225,73.51328259,0.91291315,31.55,15.77,5320.51
9/10/2014,7:30:00 AM,247.1354451,90.59764896,0.89661113,38.78,19.39,5339.90
9/10/2014,8:00:00 AM,247.2655849,112.3901645,0.880309109,48.13,24.07,5363.97
9/10/2014,8:30:00 AM,246.9352301,131.8852444,0.880309109,56.41,28.20,5392.17
9/10/2014,9:00:00 AM,247.0053053,162.652421,0.864007089,69.58,34.79,5426.96
9/10/2014,9:30:00 AM,246.9852838,173.0643031,0.864007089,74.03,37.02,5463.98
9/10/2014,10:00:00 AM,247.1154236,192.834401,0.864007089,82.53,41.27,5505.25
9/10/2014,10:30:00 AM,247.0653698,199.3713595,0.864007089,85.31,42.66,5547.91
9/10/2014,11:00:00 AM,247.3656924,204.1802732,0.91291315,87.48,43.74,5591.64
9/10/2014,11:30:00 AM,246.8751655,204.6037819,0.880309109,87.49,43.74,5635.39
9/10/2014,12:00:00 PM,246.9352301,204.585349,0.91291315,87.50,43.75,5679.14
9/10/2014,12:30:00 PM,247.4657999,200.6937831,0.89661113,86.02,43.01,5722.15
9/10/2014,1:00:00 PM,247.0053053,197.2704097,0.929215171,84.39,42.20,5764.34
9/10/2014,1:30:00 PM,246.9252193,184.6468277,0.961819212,78.97,39.48,5803.83
9/10/2014,2:00:00 PM,246.654929,177.9638265,0.945517192,76.03,38.01,5841.84
9/10/2014,2:30:00 PM,247.3656924,156.3411907,0.945517192,66.98,33.49,5875.33
9/10/2014,3:00:00 PM,246.4346924,152.0893867,0.945517192,64.92,32.46,5907.79
9/10/2014,3:30:00 PM,246.3946494,132.1745957,0.929215171,56.41,28.20,5935.99
9/10/2014,4:00:00 PM,246.4747354,112.9208741,0.945517192,48.21,24.10,5960.10
9/10/2014,4:30:00 PM,247.4657999,65.80124036,0.945517192,28.20,14.10,5974.20
9/10/2014,5:00:00 PM,246.3746279,65.61203027,0.945517192,28.00,14.00,5988.20
9/10/2014,5:30:00 PM,246.3145634,41.3179908,0.961819212,17.63,8.81,5997.01
9/10/2014,6:00:00 PM,246.3045527,16.99147724,0.945517192,7.25,3.62,6000.64
9/10/2014,6:30:00 PM,246.2645096,8.265277752,0.961819212,3.53,1.76,6002.40
9/10/2014,7:00:00 PM,246.2444881,4.422514383,0.961819212,1.89,0.94,6003.34
9/10/2014,7:30:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,8:00:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,8:30:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,9:00:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,9:30:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,10:00:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,10:30:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,11:00:00 PM,0,0,0,0.00,0.00,6003.34
9/10/2014,11:30:00 PM,0,0,0,0.00,0.00,6003.34
